14-mar-2019,,,,,,,,,,,,,,,
iShares MSCI Japan ETF,,,,,,,,,,,,,,,
Inception Date,12-mar-1996,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 14,502,273,875.51",,,,,,,,,,,,,,
Number of Securities,323.00,,,,,,,,,,,,,,
Share,"268,200,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores,País,Moneda,Mercado de divisas,Tipo de Cambio
8035,TOKYO ELECTRON LTD,Equity,0.65,132.52,"702,052.00","93,035,086.47","93,035,086.47",Tecnología de la Información,6895675,JP3571400005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4523,EISAI LTD,Equity,0.63,80.79,"1,124,900.00","90,882,092.73","90,882,092.73",Cuidado de la Salud,6307200,JP3160400002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8802,MITSUBISHI ESTATE CO LTD,Equity,0.62,17.83,"5,007,400.00","89,305,804.69","89,305,804.69",Bienes Raíces,6596729,JP3899600005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9434,SOFTBANK CORP,Equity,0.61,11.94,"7,380,000.00","88,088,345.86","88,088,345.86",Comunicación,BF5M0K5,JP3732000009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6273,SMC (JAPAN) CORP,Equity,0.60,337.18,"256,700.00","86,554,681.35","86,554,681.35",Industriales,6763965,JP3162600005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4543,TERUMO CORP,Equity,0.60,61.93,"1,386,600.00","85,874,377.01","85,874,377.01",Cuidado de la Salud,6885074,JP3546800008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7201,NISSAN MOTOR LTD,Equity,0.59,8.33,"10,190,200.00","84,909,212.14","84,909,212.14",Consumo discrecional,6642860,JP3672400003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2503,KIRIN HOLDINGS LTD,Equity,0.58,22.61,"3,699,300.00","83,624,974.49","83,624,974.49",Productos básicos de consumo,6493745,JP3258000003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6752,PANASONIC CORP,Equity,0.57,8.62,"9,477,415.00","81,718,527.30","81,718,527.30",Consumo discrecional,6572707,JP3866800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6178,JAPAN POST HOLDINGS LTD,Equity,0.56,11.74,"6,882,800.00","80,829,158.61","80,829,158.61",Financieros,BYT8143,JP3752900005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6971,KYOCERA CORP,Equity,0.56,55.93,"1,430,400.00","80,008,678.84","80,008,678.84",Tecnología de la Información,6499260,JP3249600002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4901,FUJIFILM HOLDINGS CORP,Equity,0.56,45.60,"1,752,500.00","79,907,223.42","79,907,223.42",Tecnología de la Información,6356525,JP3814000000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8591,ORIX CORP,Equity,0.55,13.81,"5,721,600.00","78,997,207.30","78,997,207.30",Financieros,6661144,JP3200450009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9735,SECOM LTD,Equity,0.54,85.88,"903,100.00","77,562,159.86","77,562,159.86",Industriales,6791591,JP3421800008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6902,DENSO CORP,Equity,0.54,39.39,"1,966,800.00","77,478,399.57","77,478,399.57",Consumo discrecional,6640381,JP3551500006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
1925,DAIWA HOUSE INDUSTRY LTD,Equity,0.54,30.78,"2,514,400.00","77,399,047.62","77,399,047.62",Bienes Raíces,6251363,JP3505000004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4507,SHIONOGI LTD,Equity,0.52,60.03,"1,251,600.00","75,138,571.43","75,138,571.43",Cuidado de la Salud,6804682,JP3347200002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4578,OTSUKA HOLDINGS LTD,Equity,0.52,41.68,"1,788,000.00","74,516,004.30","74,516,004.30",Cuidado de la Salud,B5LTM93,JP3188220002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7269,SUZUKI MOTOR CORP,Equity,0.49,45.62,"1,543,900.00","70,437,328.14","70,437,328.14",Consumo discrecional,6865504,JP3397200001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8750,DAI-ICHI LIFE HOLDINGS INC,Equity,0.49,14.51,"4,828,600.00","70,038,903.51","70,038,903.51",Financieros,B601QS4,JP3476480003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
5020,JXTG HOLDINGS INC,Equity,0.48,4.86,"14,304,095.00","69,459,107.93","69,459,107.93",Energía,B627LW9,JP3386450005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4519,CHUGAI PHARMACEUTICAL LTD,Equity,0.48,68.39,"1,007,300.00","68,884,461.15","68,884,461.15",Cuidado de la Salud,6196408,JP3519400000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8053,SUMITOMO CORP,Equity,0.47,14.12,"4,805,200.00","67,871,514.50","67,871,514.50",Industriales,6858946,JP3404600003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2502,ASAHI GROUP HOLDINGS LTD,Equity,0.47,41.97,"1,609,200.00","67,539,731.47","67,539,731.47",Productos básicos de consumo,6054409,JP3116000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7270,SUBARU CORP,Equity,0.46,23.84,"2,748,100.00","65,504,746.69","65,504,746.69",Consumo discrecional,6356406,JP3814800003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Equity,0.45,40.29,"1,609,200.00","64,831,804.51","64,831,804.51",Bienes Raíces,6858902,JP3409000001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
5401,NIPPON STEEL & SUMITOMO METAL CORP,Equity,0.44,17.58,"3,619,470.00","63,645,272.08","63,645,272.08",Materiales,6642569,JP3381000003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Equity,0.43,29.06,"2,138,140.00","62,142,325.28","62,142,325.28",Financieros,B2Q4CS1,JP3890310000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6702,FUJITSU LTD,Equity,0.42,67.53,"894,000.00","60,368,206.23","60,368,206.23",Tecnología de la Información,6356945,JP3818000006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6326,KUBOTA CORP,Equity,0.41,13.72,"4,262,300.00","58,467,371.55","58,467,371.55",Industriales,6497509,JP3266400005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
3407,ASAHI KASEI CORP,Equity,0.40,10.58,"5,482,900.00","58,033,738.36","58,033,738.36",Materiales,6054603,JP3111200006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Equity,0.40,41.02,"1,386,000.00","56,856,766.92","56,856,766.92",Industriales,6597067,JP3900000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8113,UNICHARM CORP,Equity,0.40,31.71,"1,788,400.00","56,715,907.63","56,715,907.63",Productos básicos de consumo,6911485,JP3951600000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8604,NOMURA HOLDINGS INC,Equity,0.39,3.70,"15,225,200.00","56,365,402.08","56,365,402.08",Financieros,6643108,JP3762600009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7733,OLYMPUS CORP,Equity,0.38,43.41,"1,268,300.00","55,059,568.56","55,059,568.56",Cuidado de la Salud,6658801,JP3201200007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8309,SUMITOMO MITSUI TRUST HOLDINGS INC,Equity,0.38,37.24,"1,459,232.00","54,335,885.43","54,335,885.43",Financieros,6431897,JP3892100003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9021,WEST JAPAN RAILWAY,Equity,0.38,75.43,"715,200.00","53,947,282.49","53,947,282.49",Industriales,6957995,JP3659000008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7309,SHIMANO INC,Equity,0.37,152.70,"344,300.00","52,575,707.12","52,575,707.12",Consumo discrecional,6804820,JP3358000002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8267,AEON LTD,Equity,0.36,20.46,"2,503,200.00","51,208,947.37","51,208,947.37",Productos básicos de consumo,6480048,JP3388200002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
JPY,JPY CASH,Cash,0.35,0.90,"5,613,837,680.00","50,249,173.65","50,249,173.65",Liquidez,--,--,--,Japón,USD,JPY,111.72
8630,SOMPO HOLDINGS INC,Equity,0.35,35.05,"1,430,450.00","50,140,012.53","50,140,012.53",Financieros,B62G7K6,JP3165000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9503,KANSAI ELECTRIC POWER INC,Equity,0.33,15.10,"3,180,700.00","48,015,132.03","48,015,132.03",Servicios,6483489,JP3228600007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8002,MARUBENI CORP,Equity,0.33,7.00,"6,795,400.00","47,547,119.41","47,547,119.41",Industriales,6569464,JP3877600001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6869,SYSMEX CORP,Equity,0.32,62.01,"745,200.00","46,211,471.54","46,211,471.54",Cuidado de la Salud,6883807,JP3351100007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
1878,DAITO TRUST CONSTRUCTION LTD,Equity,0.32,133.55,"340,900.00","45,526,566.42","45,526,566.42",Bienes Raíces,6250508,JP3486800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6762,TDK CORP,Equity,0.31,77.96,"576,100.00","44,914,348.37","44,914,348.37",Tecnología de la Información,6869302,JP3538800008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9531,TOKYO GAS LTD,Equity,0.31,27.54,"1,609,200.00","44,320,698.17","44,320,698.17",Servicios,6895448,JP3573000001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2269,MEIJI HOLDINGS LTD,Equity,0.30,80.38,"544,056.00","43,730,960.26","43,730,960.26",Productos básicos de consumo,B60DQV3,JP3918000005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
1801,TAISEI CORP,Equity,0.30,46.46,"939,500.00","43,644,871.11","43,644,871.11",Industriales,6870100,JP3443600006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9843,NITORI HOLDINGS LTD,Equity,0.30,122.00,"357,600.00","43,627,712.14","43,627,712.14",Consumo discrecional,6644800,JP3756100008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
1928,SEKISUI HOUSE LTD,Equity,0.30,15.86,"2,726,200.00","43,228,278.73","43,228,278.73",Consumo discrecional,6793906,JP3420600003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
5802,SUMITOMO ELECTRIC INDUSTRIES LTD,Equity,0.30,13.34,"3,218,400.00","42,937,926.96","42,937,926.96",Consumo discrecional,6858708,JP3407400005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
1605,INPEX CORP,Equity,0.30,9.32,"4,596,800.00","42,832,696.03","42,832,696.03",Energía,B10RB15,JP3294460005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9502,CHUBU ELECTRIC POWER INC,Equity,0.30,15.87,"2,679,000.00","42,527,806.12","42,527,806.12",Servicios,6195609,JP3526600006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6645,OMRON CORP,Equity,0.29,47.35,"894,000.00","42,331,364.12","42,331,364.12",Tecnología de la Información,6659428,JP3197800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6701,NEC CORP,Equity,0.29,34.10,"1,227,400.00","41,858,163.27","41,858,163.27",Tecnología de la Información,6640400,JP3733000008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4324,DENTSU INC,Equity,0.28,41.67,"962,400.00","40,100,000.00","40,100,000.00",Comunicación,6416281,JP3551520004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9501,TOKYO ELECTRIC POWER HOLDINGS INC,Equity,0.28,6.27,"6,320,000.00","39,655,567.49","39,655,567.49",Servicios,6895404,JP3585800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4188,MITSUBISHI CHEMICAL CORP,Equity,0.28,7.18,"5,514,800.00","39,588,879.34","39,588,879.34",Materiales,B0JQTJ0,JP3897700005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
3402,TORAY INDUSTRIES INC,Equity,0.27,6.49,"6,079,200.00","39,477,798.07","39,477,798.07",Materiales,6897143,JP3621000003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8308,RESONA HOLDINGS INC,Equity,0.27,4.39,"8,941,000.00","39,230,918.37","39,230,918.37",Financieros,6421553,JP3500610005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9042,HANKYU HANSHIN HOLDINGS INC,Equity,0.27,36.65,"1,070,200.00","39,227,255.64","39,227,255.64",Industriales,6408664,JP3774200004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7832,BANDAI NAMCO HOLDINGS INC,Equity,0.27,43.64,"894,098.00","39,014,748.93","39,014,748.93",Consumo discrecional,B0JDQD4,JP3778630008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8951,NIPPON BUILDING FUND REIT INC,Equity,0.27,"6,552.09","5,899.00","38,650,805.59","38,650,805.59",Bienes Raíces,6396800,JP3027670003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
5411,JFE HOLDINGS INC,Equity,0.26,17.20,"2,201,650.00","37,866,724.62","37,866,724.62",Materiales,6543792,JP3386030005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6988,NITTO DENKO CORP,Equity,0.26,51.39,"731,600.00","37,595,019.69","37,595,019.69",Materiales,6641801,JP3684000007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2267,YAKULT HONSHA LTD,Equity,0.26,69.28,"536,400.00","37,161,976.37","37,161,976.37",Productos básicos de consumo,6985112,JP3931600005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9005,TOKYU CORP,Equity,0.26,17.22,"2,153,600.00","37,088,492.66","37,088,492.66",Industriales,6896548,JP3574200006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9064,YAMATO HOLDINGS LTD,Equity,0.26,26.32,"1,406,600.00","37,022,084.68","37,022,084.68",Industriales,6985565,JP3940000007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6201,TOYOTA INDUSTRIES CORP,Equity,0.25,50.93,"715,200.00","36,425,778.73","36,425,778.73",Consumo discrecional,6900546,JP3634600005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8697,JAPAN EXCHANGE GROUP INC,Equity,0.25,16.94,"2,132,400.00","36,112,610.10","36,112,610.10",Financieros,6743882,JP3183200009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8601,DAIWA SECURITIES GROUP INC,Equity,0.25,5.09,"7,084,300.00","36,049,270.95","36,049,270.95",Financieros,6251448,JP3502200003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4528,ONO PHARMACEUTICAL LTD,Equity,0.24,20.17,"1,722,200.00","34,738,432.69","34,738,432.69",Cuidado de la Salud,6660107,JP3197600004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6586,MAKITA CORP,Equity,0.24,33.39,"1,031,300.00","34,432,053.35","34,432,053.35",Industriales,6555805,JP3862400003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Equity,0.24,63.46,"536,400.00","34,041,138.56","34,041,138.56",Consumo discrecional,6269861,JP3639650005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9532,OSAKA GAS LTD,Equity,0.23,20.57,"1,617,700.00","33,274,924.81","33,274,924.81",Servicios,6661768,JP3180400008,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8952,JAPAN REAL ESTATE INVESTMENT TRUST,Equity,0.23,"5,764.41","5,676.00","32,718,796.99","32,718,796.99",Bienes Raíces,6397580,JP3027680002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
9041,KINTETSU GROUP HOLDINGS LTD,Equity,0.23,45.65,"715,200.00","32,648,764.77","32,648,764.77",Industriales,6492968,JP3260800002,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4755,RAKUTEN INC,Equity,0.23,8.67,"3,754,800.00","32,567,142.86","32,567,142.86",Consumo discrecional,6229597,JP3967200001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8028,FAMILYMART UNY HOLDINGS LTD,Equity,0.22,28.06,"1,146,800.00","32,180,612.24","32,180,612.24",Productos básicos de consumo,6331276,JP3802600001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
2801,KIKKOMAN CORP,Equity,0.22,47.89,"670,400.00","32,103,831.01","32,103,831.01",Productos básicos de consumo,6490809,JP3240400006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6506,YASKAWA ELECTRIC CORP,Equity,0.22,29.09,"1,073,500.00","31,228,741.50","31,228,741.50",Tecnología de la Información,6986041,JP3932000007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
