As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
13-Aug-13,481.75,72.74,--,7650000.00
12-Aug-13,480.22,72.51,--,7650000.00
9-Aug-13,480.62,72.57,--,7650000.00
8-Aug-13,477.01,72.03,--,7600000.00
7-Aug-13,468.72,70.78,--,7550000.00
6-Aug-13,469.27,70.86,--,7550000.00
5-Aug-13,474.28,71.62,--,7550000.00
2-Aug-13,474.72,71.69,--,7550000.00
1-Aug-13,473.33,71.48,--,7550000.00
31-Jul-13,469.97,70.97,--,7200000.00
30-Jul-13,470.87,71.11,--,7150000.00
29-Jul-13,472.07,71.29,--,7150000.00
26-Jul-13,469.52,70.91,--,7150000.00
25-Jul-13,471.71,71.24,--,7150000.00
24-Jul-13,467.08,70.54,--,7150000.00
23-Jul-13,472.39,71.34,--,7150000.00
22-Jul-13,470.2,71.02,--,7150000.00
19-Jul-13,468.48,70.76,--,7150000.00
18-Jul-13,467.31,70.58,--,7150000.00
17-Jul-13,465.74,70.35,--,7150000.00
16-Jul-13,461.08,69.65,--,7150000.00
15-Jul-13,464.55,70.17,--,7000000.00
12-Jul-13,463.4,70,--,7000000.00
11-Jul-13,465.54,70.32,--,7000000.00
10-Jul-13,457.77,69.15,--,7000000.00
9-Jul-13,458.86,69.32,--,7000000.00
8-Jul-13,451.84,68.26,--,7000000.00
5-Jul-13,448.85,67.81,--,7000000.00
3-Jul-13,445.94,67.37,--,7100000.00
2-Jul-13,446.05,67.39,--,7100000.00
1-Jul-13,447.88,67.67,--,7000000.00
28-Jun-13,443.89,67.07,--,7050000.00
27-Jun-13,446.02,67.39,--,7050000.00
26-Jun-13,445.72,67.35,0.48,7000000.00
25-Jun-13,445.11,67.74,--,7150000.00
24-Jun-13,441.56,67.21,--,7150000.00
21-Jun-13,450.72,68.59,--,7200000.00
20-Jun-13,452,68.78,--,7300000.00
19-Jun-13,465.03,70.76,--,7300000.00
18-Jun-13,469.36,71.41,--,7300000.00
17-Jun-13,466.95,71.05,--,7300000.00
14-Jun-13,463.76,70.57,--,7350000.00
13-Jun-13,467.5,71.13,--,7250000.00
12-Jun-13,459.69,69.95,--,7350000.00
11-Jun-13,462.2,70.33,--,7350000.00
10-Jun-13,468.99,71.36,--,7350000.00
7-Jun-13,468.75,71.33,--,7350000.00
6-Jun-13,467.22,71.1,--,7350000.00
5-Jun-13,464.17,70.64,--,7350000.00
4-Jun-13,473.39,72.04,--,7350000.00
3-Jun-13,474.79,72.25,--,7350000.00
31-May-13,472.76,71.94,--,7300000.00
30-May-13,478.38,72.8,--,7300000.00
29-May-13,475.86,72.42,--,7300000.00
28-May-13,477.07,72.61,--,7300000.00
24-May-13,472.41,71.9,--,7300000.00
23-May-13,474.27,72.19,--,7300000.00
22-May-13,475.03,72.3,--,7300000.00
21-May-13,480.21,73.09,--,7300000.00
20-May-13,480.3,73.1,--,7150000.00
17-May-13,478.26,72.8,--,7150000.00
16-May-13,471.86,71.83,--,7150000.00
15-May-13,473.54,72.08,--,7150000.00
14-May-13,471.73,71.81,--,7150000.00
13-May-13,466.49,71.01,--,7150000.00
10-May-13,470.8,71.67,--,7150000.00
9-May-13,471.03,71.7,--,7150000.00
8-May-13,472.19,71.88,--,7150000.00
7-May-13,467.06,71.1,--,7250000.00
6-May-13,463.64,70.58,--,7250000.00
3-May-13,461.9,70.32,--,7250000.00
2-May-13,453.13,68.99,--,7250000.00
1-May-13,449.67,68.46,--,7250000.00
30-Apr-13,459.3,69.93,--,7250000.00
29-Apr-13,458.03,69.74,--,7300000.00
26-Apr-13,451.94,68.81,--,7300000.00
25-Apr-13,458.81,69.86,--,7300000.00
24-Apr-13,454.59,69.22,--,7300000.00
23-Apr-13,445.55,67.84,--,7300000.00
22-Apr-13,441.95,67.3,--,7400000.00
19-Apr-13,437.78,66.67,--,7500000.00
18-Apr-13,432.69,65.89,--,7550000.00
17-Apr-13,432.36,65.85,--,7550000.00
16-Apr-13,439.88,66.99,--,7400000.00
15-Apr-13,432.22,65.83,--,7400000.00
12-Apr-13,452.29,68.88,--,7400000.00
11-Apr-13,458.57,69.83,--,7500000.00
10-Apr-13,457.52,69.67,--,7500000.00
9-Apr-13,455.14,69.31,--,7700000.00
8-Apr-13,448.56,68.31,--,7700000.00
5-Apr-13,447.1,68.09,--,7800000.00
4-Apr-13,448.32,68.28,--,7800000.00
3-Apr-13,444.91,67.76,--,8050000.00
2-Apr-13,450.09,68.55,--,8100000.00
1-Apr-13,455.17,69.32,--,8250000.00
28-Mar-13,461.43,70.27,--,8250000.00
27-Mar-13,459.8,70.03,--,8250000.00
26-Mar-13,460.23,70.09,--,8250000.00
25-Mar-13,459.18,69.93,0.29,8150000.00
22-Mar-13,462.17,70.69,--,8050000.00
21-Mar-13,462.42,70.72,--,8050000.00
20-Mar-13,468.98,71.73,--,8050000.00
