As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Mar 28, 2014","2,390.02",35.72,--,"67,500,000.00"
"Mar 27, 2014","2,383.38",35.62,--,"67,500,000.00"
"Mar 26, 2014","2,381.30",35.59,--,"67,400,000.00"
"Mar 25, 2014","2,389.09",35.71,0.18,"67,400,000.00"
"Mar 24, 2014","2,380.77",35.76,--,"67,400,000.00"
"Mar 21, 2014","2,391.63",35.93,--,"67,300,000.00"
"Mar 20, 2014","2,399.93",36.05,--,"67,300,000.00"
"Mar 19, 2014","2,393.01",35.95,--,"67,300,000.00"
"Mar 18, 2014","2,413.04",36.25,--,"67,300,000.00"
"Mar 17, 2014","2,403.63",36.11,--,"67,300,000.00"
"Mar 14, 2014","2,385.49",35.84,--,"67,300,000.00"
"Mar 13, 2014","2,385.06",35.83,--,"67,300,000.00"
"Mar 12, 2014","2,404.76",36.12,--,"67,300,000.00"
"Mar 11, 2014","2,401.50",36.08,--,"67,200,000.00"
"Mar 10, 2014","2,404.77",36.13,--,"67,100,000.00"
"Mar 07, 2014","2,405.04",36.13,--,"67,100,000.00"
"Mar 06, 2014","2,401.66",36.08,--,"67,100,000.00"
"Mar 05, 2014","2,401.11",36.07,--,"67,100,000.00"
"Mar 04, 2014","2,409.02",36.19,--,"67,200,000.00"
"Mar 03, 2014","2,376.29",35.70,--,"67,200,000.00"
"Feb 28, 2014","2,390.67",35.91,--,"67,300,000.00"
"Feb 27, 2014","2,381.84",35.78,--,"67,300,000.00"
"Feb 26, 2014","2,372.29",35.64,--,"67,300,000.00"
"Feb 25, 2014","2,373.40",35.66,--,"67,200,000.00"
"Feb 24, 2014","2,372.51",35.64,--,"67,100,000.00"
"Feb 21, 2014","2,369.08",35.59,--,"67,100,000.00"
"Feb 20, 2014","2,372.35",35.64,--,"68,900,000.00"
"Feb 19, 2014","2,356.96",35.41,--,"68,900,000.00"
"Feb 18, 2014","2,365.54",35.54,--,"68,900,000.00"
"Feb 14, 2014","2,358.95",35.44,--,"68,900,000.00"
"Feb 13, 2014","2,346.60",35.26,--,"68,900,000.00"
"Feb 12, 2014","2,330.57",35.02,--,"69,000,000.00"
"Feb 11, 2014","2,333.31",35.06,--,"69,000,000.00"
"Feb 10, 2014","2,308.24",34.68,--,"69,000,000.00"
"Feb 07, 2014","2,300.10",34.56,--,"69,000,000.00"
"Feb 06, 2014","2,273.37",34.16,--,"69,000,000.00"
"Feb 05, 2014","2,253.95",33.87,--,"69,400,000.00"
"Feb 04, 2014","2,254.96",33.88,--,"69,400,000.00"
"Feb 03, 2014","2,241.59",33.68,--,"68,700,000.00"
"Jan 31, 2014","2,290.72",34.42,--,"68,700,000.00"
"Jan 30, 2014","2,301.97",34.59,--,"67,300,000.00"
"Jan 29, 2014","2,282.49",34.29,--,"67,500,000.00"
"Jan 28, 2014","2,304.74",34.63,--,"70,300,000.00"
"Jan 27, 2014","2,290.13",34.41,--,"70,300,000.00"
"Jan 24, 2014","2,298.33",34.53,--,"70,300,000.00"
"Jan 23, 2014","2,336.06",35.10,--,"70,600,000.00"
"Jan 22, 2014","2,353.22",35.36,--,"70,600,000.00"
"Jan 21, 2014","2,355.11",35.38,--,"71,000,000.00"
"Jan 17, 2014","2,353.74",35.36,--,"71,000,000.00"
"Jan 16, 2014","2,357.85",35.42,--,"71,000,000.00"
"Jan 15, 2014","2,356.02",35.40,--,"70,800,000.00"
"Jan 14, 2014","2,352.34",35.34,--,"70,800,000.00"
"Jan 13, 2014","2,335.83",35.10,--,"70,800,000.00"
"Jan 10, 2014","2,359.56",35.45,--,"71,400,000.00"
"Jan 09, 2014","2,350.95",35.32,--,"68,600,000.00"
"Jan 08, 2014","2,347.64",35.27,--,"68,600,000.00"
"Jan 07, 2014","2,348.87",35.29,--,"68,400,000.00"
"Jan 06, 2014","2,332.32",35.04,--,"68,400,000.00"
"Jan 03, 2014","2,339.36",35.15,--,"68,400,000.00"
"Jan 02, 2014","2,338.72",35.14,--,"68,400,000.00"
"Dec 31, 2013","2,361.57",35.48,--,"68,100,000.00"
"Dec 30, 2013","2,358.01",35.42,--,"68,100,000.00"
"Dec 27, 2013","2,352.25",35.34,--,"68,100,000.00"
"Dec 26, 2013","2,350.78",35.32,--,"68,100,000.00"
"Dec 24, 2013","2,342.09",35.19,--,"68,100,000.00"
"Dec 23, 2013","2,334.40",35.07,0.21,"67,900,000.00"
"Dec 20, 2013","2,327.88",35.18,--,"67,900,000.00"
"Dec 19, 2013","2,319.52",35.06,--,"68,100,000.00"
"Dec 18, 2013","2,323.02",35.11,--,"68,100,000.00"
