As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Dec 21, 2012",556.56,86.88,--,"3,850,000.00"
"Dec 20, 2012",563.25,87.92,--,"3,850,000.00"
"Dec 19, 2012",560.97,87.57,0.67,"3,850,000.00"
"Dec 18, 2012",565.27,88.92,--,"3,850,000.00"
"Dec 17, 2012",559.54,88.02,--,"3,850,000.00"
"Dec 14, 2012",550.90,86.67,--,"3,850,000.00"
"Dec 13, 2012",552.42,86.91,--,"3,850,000.00"
"Dec 12, 2012",554.15,87.18,--,"3,850,000.00"
"Dec 11, 2012",554.90,87.30,--,"3,850,000.00"
"Dec 10, 2012",553.57,87.09,--,"3,850,000.00"
"Dec 07, 2012",555.84,87.45,--,"3,950,000.00"
"Dec 06, 2012",554.65,87.27,--,"3,950,000.00"
"Dec 05, 2012",550.78,86.66,--,"3,950,000.00"
"Dec 04, 2012",551.03,86.70,--,"3,950,000.00"
"Dec 03, 2012",552.74,86.97,--,"3,950,000.00"
"Nov 30, 2012",555.34,87.38,--,"3,950,000.00"
"Nov 29, 2012",553.39,87.08,--,"3,850,000.00"
"Nov 28, 2012",551.34,86.76,--,"3,850,000.00"
"Nov 27, 2012",544.35,85.66,--,"3,800,000.00"
"Nov 26, 2012",546.01,85.92,--,"3,800,000.00"
"Nov 23, 2012",548.04,86.25,--,"3,800,000.00"
"Nov 21, 2012",541.11,85.16,--,"3,700,000.00"
"Nov 20, 2012",539.73,84.94,--,"3,700,000.00"
"Nov 19, 2012",537.46,84.59,--,"3,700,000.00"
"Nov 16, 2012",528.14,83.12,--,"3,700,000.00"
"Nov 15, 2012",524.82,82.60,--,"3,700,000.00"
"Nov 14, 2012",526.77,82.91,--,"3,700,000.00"
"Nov 13, 2012",535.13,84.23,--,"3,700,000.00"
"Nov 12, 2012",534.29,84.10,--,"3,700,000.00"
"Nov 09, 2012",534.59,84.15,--,"3,700,000.00"
"Nov 08, 2012",535.81,84.34,--,"3,700,000.00"
"Nov 07, 2012",543.33,85.52,--,"3,700,000.00"
"Nov 06, 2012",549.72,86.53,--,"3,700,000.00"
"Nov 05, 2012",546.29,85.99,--,"3,700,000.00"
"Nov 02, 2012",545.51,85.87,--,"3,700,000.00"
"Nov 01, 2012",547.41,86.17,--,"3,700,000.00"
"Oct 31, 2012",542.36,85.37,--,"3,700,000.00"
"Oct 26, 2012",541.83,85.30,--,"3,700,000.00"
"Oct 25, 2012",540.04,85.02,--,"3,700,000.00"
"Oct 24, 2012",540.23,85.05,--,"3,700,000.00"
"Oct 23, 2012",542.65,85.43,--,"3,700,000.00"
"Oct 22, 2012",547.85,86.25,--,"3,700,000.00"
"Oct 19, 2012",548.55,86.36,--,"3,700,000.00"
"Oct 18, 2012",557.37,87.75,--,"3,700,000.00"
"Oct 17, 2012",556.50,87.61,--,"3,700,000.00"
"Oct 16, 2012",554.45,87.29,--,"3,700,000.00"
"Oct 15, 2012",550.50,86.67,--,"3,700,000.00"
