As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
11-Jul-16,"1,155.27",152.18,--,12800000.00
8-Jul-16,"1,157.10",152.43,--,12800000.00
7-Jul-16,"1,144.47",150.73,--,12800000.00
6-Jul-16,"1,145.62",150.89,--,12800000.00
5-Jul-16,"1,132.33",149.13,--,12800000.00
1-Jul-16,"1,133.89",149.34,--,12800000.00
30-Jun-16,"1,126.32",148.35,--,12750000.00
29-Jun-16,"1,116.32",147.03,--,12750000.00
28-Jun-16,"1,096.05",144.37,--,12750000.00
27-Jun-16,"1,073.62",141.42,--,12750000.00
24-Jun-16,"1,090.48",143.64,--,12750000.00
23-Jun-16,"1,123.06",147.93,--,12750000.00
22-Jun-16,"1,108.61",146.03,--,12750000.00
21-Jun-16,"1,104.78",145.53,0.49,12700000.00
20-Jun-16,"1,108.58",146.52,--,12700000.00
17-Jun-16,"1,101.09",145.54,--,12700000.00
16-Jun-16,"1,113.57",147.19,--,12700000.00
15-Jun-16,"1,110.26",146.75,--,12700000.00
14-Jun-16,"1,117.13",147.66,--,12700000.00
13-Jun-16,"1,115.48",147.44,--,12700000.00
10-Jun-16,"1,123.94",148.57,--,12700000.00
9-Jun-16,"1,135.27",150.06,--,12700000.00
8-Jun-16,"1,138.80",150.53,--,12700000.00
7-Jun-16,"1,133.30",149.81,--,12650000.00
6-Jun-16,"1,141.19",150.85,--,12650000.00
3-Jun-16,"1,133.84",149.89,--,12650000.00
2-Jun-16,"1,139.03",150.57,--,12600000.00
1-Jun-16,"1,123.64",148.54,--,12500000.00
31-May-16,"1,119.28",147.97,--,12450000.00
27-May-16,"1,117.43",147.73,--,12450000.00
26-May-16,"1,111.17",146.91,--,12450000.00
25-May-16,"1,112.09",147.03,--,12450000.00
24-May-16,"1,104.52",146.03,--,12450000.00
23-May-16,"1,088.19",143.88,--,12450000.00
20-May-16,"1,092.15",144.41,--,12450000.00
19-May-16,"1,081.30",142.98,--,12450000.00
18-May-16,"1,090.47",144.19,--,12450000.00
17-May-16,"1,086.80",143.71,--,12450000.00
16-May-16,"1,098.62",145.27,--,12450000.00
